Interactor_A	Interactor_B	Interaction Detection Method	Publication 1st Author	Publication Identifiers
PSMC1	ADRM1	psi-mi:"MI:0004"(affinity chromatography technology)	Guruharsha KG (2011)	pubmed:22036573
PSMA3	PSMD2	psi-mi:"MI:0004"(affinity chromatography technology)	Guruharsha KG (2011)	pubmed:22036573
PSMB1	PSMG2	psi-mi:"MI:0004"(affinity chromatography technology)	Guruharsha KG (2011)	pubmed:22036573
PSMC4	PSMA1	psi-mi:"MI:0004"(affinity chromatography technology)	Guruharsha KG (2011)	pubmed:22036573
MED6	MED17	psi-mi:"MI:0004"(affinity chromatography technology)	Guruharsha KG (2011)	pubmed:22036573
ENO1	TMSB4X	psi-mi:"MI:0004"(affinity chromatography technology)	Guruharsha KG (2011)	pubmed:22036573
PSMC4	PSMA4	psi-mi:"MI:0004"(affinity chromatography technology)	Guruharsha KG (2011)	pubmed:22036573
ANXA5	TPT1	psi-mi:"MI:0004"(affinity chromatography technology)	Guruharsha KG (2011)	pubmed:22036573
PSME1	PSMG2	psi-mi:"MI:0004"(affinity chromatography technology)	Guruharsha KG (2011)	pubmed:22036573
PSMD2	PSMA1	psi-mi:"MI:0004"(affinity chromatography technology)	Guruharsha KG (2011)	pubmed:22036573
PSMC1	PSMA1	psi-mi:"MI:0004"(affinity chromatography technology)	Guruharsha KG (2011)	pubmed:22036573
MED8	MED17	psi-mi:"MI:0004"(affinity chromatography technology)	Guruharsha KG (2011)	pubmed:22036573
MESD	PIH1D1	psi-mi:"MI:0004"(affinity chromatography technology)	Guruharsha KG (2011)	pubmed:22036573
PSMC4	PSMB4	psi-mi:"MI:0004"(affinity chromatography technology)	Guruharsha KG (2011)	pubmed:22036573
MESD	MED17	psi-mi:"MI:0004"(affinity chromatography technology)	Guruharsha KG (2011)	pubmed:22036573
NPM1	TMSB4X	psi-mi:"MI:0004"(affinity chromatography technology)	Guruharsha KG (2011)	pubmed:22036573
PSMB6	PSMC4	psi-mi:"MI:0004"(affinity chromatography technology)	Guruharsha KG (2011)	pubmed:22036573
NPM1	TXN	psi-mi:"MI:0004"(affinity chromatography technology)	Guruharsha KG (2011)	pubmed:22036573
MED6	MED11	psi-mi:"MI:0004"(affinity chromatography technology)	Guruharsha KG (2011)	pubmed:22036573
PSMB3	PSMD2	psi-mi:"MI:0004"(affinity chromatography technology)	Guruharsha KG (2011)	pubmed:22036573
MESD	MED18	psi-mi:"MI:0004"(affinity chromatography technology)	Guruharsha KG (2011)	pubmed:22036573
ANXA5	YWHAZ	psi-mi:"MI:0004"(affinity chromatography technology)	Guruharsha KG (2011)	pubmed:22036573
PSMA6	PSMG2	psi-mi:"MI:0004"(affinity chromatography technology)	Guruharsha KG (2011)	pubmed:22036573
PSMC2	PSMA1	psi-mi:"MI:0004"(affinity chromatography technology)	Guruharsha KG (2011)	pubmed:22036573
ADRM1	PSMA4	psi-mi:"MI:0004"(affinity chromatography technology)	Guruharsha KG (2011)	pubmed:22036573
PSMD2	ADRM1	psi-mi:"MI:0004"(affinity chromatography technology)	Guruharsha KG (2011)	pubmed:22036573
PSMD2	PSMB2	psi-mi:"MI:0004"(affinity chromatography technology)	Guruharsha KG (2011)	pubmed:22036573
ENO1	PPIG	psi-mi:"MI:0004"(affinity chromatography technology)	Guruharsha KG (2011)	pubmed:22036573
PSMC2	PSMA4	psi-mi:"MI:0004"(affinity chromatography technology)	Guruharsha KG (2011)	pubmed:22036573
CLTC	HSP90AB1	psi-mi:"MI:0004"(affinity chromatography technology)	Guruharsha KG (2011)	pubmed:22036573
MED18	MED14	psi-mi:"MI:0004"(affinity chromatography technology)	Guruharsha KG (2011)	pubmed:22036573
MED14	MED17	psi-mi:"MI:0004"(affinity chromatography technology)	Guruharsha KG (2011)	pubmed:22036573
RPA1	XRCC5	psi-mi:"MI:0004"(affinity chromatography technology)	Guruharsha KG (2011)	pubmed:22036573
CSNK2B	DEK	psi-mi:"MI:0004"(affinity chromatography technology)	Guruharsha KG (2011)	pubmed:22036573
PSMB1	PSMC4	psi-mi:"MI:0004"(affinity chromatography technology)	Guruharsha KG (2011)	pubmed:22036573
PSMB3	PSMC4	psi-mi:"MI:0004"(affinity chromatography technology)	Guruharsha KG (2011)	pubmed:22036573
UCHL5	PSMD1	psi-mi:"MI:0004"(affinity chromatography technology)	Guruharsha KG (2011)	pubmed:22036573
PSMB3	PSMC2	psi-mi:"MI:0004"(affinity chromatography technology)	Guruharsha KG (2011)	pubmed:22036573
CLTC	CLTB	psi-mi:"MI:0004"(affinity chromatography technology)	Guruharsha KG (2011)	pubmed:22036573
NAT10	FTSJ3	psi-mi:"MI:0004"(affinity chromatography technology)	Guruharsha KG (2011)	pubmed:22036573
TMSB4X	AKR1C3	psi-mi:"MI:0004"(affinity chromatography technology)	Guruharsha KG (2011)	pubmed:22036573
PSMD2	PSMB4	psi-mi:"MI:0004"(affinity chromatography technology)	Guruharsha KG (2011)	pubmed:22036573
PSMA5	PSMC4	psi-mi:"MI:0004"(affinity chromatography technology)	Guruharsha KG (2011)	pubmed:22036573
RFC1	TFAM	psi-mi:"MI:0004"(affinity chromatography technology)	Guruharsha KG (2011)	pubmed:22036573
PSMC1	PSMA4	psi-mi:"MI:0004"(affinity chromatography technology)	Guruharsha KG (2011)	pubmed:22036573
PARP1	XRCC6	psi-mi:"MI:0004"(affinity chromatography technology)	Guruharsha KG (2011)	pubmed:22036573
PSMD1	PSMA1	psi-mi:"MI:0004"(affinity chromatography technology)	Guruharsha KG (2011)	pubmed:22036573
PSMB1	PSMD2	psi-mi:"MI:0004"(affinity chromatography technology)	Guruharsha KG (2011)	pubmed:22036573
PSMC4	PSMB2	psi-mi:"MI:0004"(affinity chromatography technology)	Guruharsha KG (2011)	pubmed:22036573
PSMB6	PSMD2	psi-mi:"MI:0004"(affinity chromatography technology)	Guruharsha KG (2011)	pubmed:22036573
ANXA5	PSMA6	psi-mi:"MI:0004"(affinity chromatography technology)	Guruharsha KG (2011)	pubmed:22036573
EEF1D	AKR1C3	psi-mi:"MI:0004"(affinity chromatography technology)	Guruharsha KG (2011)	pubmed:22036573
PSMD1	PSMA4	psi-mi:"MI:0004"(affinity chromatography technology)	Guruharsha KG (2011)	pubmed:22036573
NPM1	PPIG	psi-mi:"MI:0004"(affinity chromatography technology)	Guruharsha KG (2011)	pubmed:22036573
STX10	TPI1	psi-mi:"MI:0004"(affinity chromatography technology)	Guruharsha KG (2011)	pubmed:22036573
PSMD2	PSMA2	psi-mi:"MI:0004"(affinity chromatography technology)	Guruharsha KG (2011)	pubmed:22036573
MESD	MED8	psi-mi:"MI:0004"(affinity chromatography technology)	Guruharsha KG (2011)	pubmed:22036573
PSMB3	ADRM1	psi-mi:"MI:0004"(affinity chromatography technology)	Guruharsha KG (2011)	pubmed:22036573
PSMC1	PSMB3	psi-mi:"MI:0004"(affinity chromatography technology)	Guruharsha KG (2011)	pubmed:22036573
DDX41	RBM25	psi-mi:"MI:0004"(affinity chromatography technology)	Guruharsha KG (2011)	pubmed:22036573
PSMC1	PSMA3	psi-mi:"MI:0004"(affinity chromatography technology)	Guruharsha KG (2011)	pubmed:22036573
PPP6C	PPP4R2	psi-mi:"MI:0004"(affinity chromatography technology)	Guruharsha KG (2011)	pubmed:22036573
MED30	MED17	psi-mi:"MI:0004"(affinity chromatography technology)	Guruharsha KG (2011)	pubmed:22036573
ENO1	PGAM2	psi-mi:"MI:0004"(affinity chromatography technology)	Guruharsha KG (2011)	pubmed:22036573
MED18	MED11	psi-mi:"MI:0004"(affinity chromatography technology)	Guruharsha KG (2011)	pubmed:22036573
MESD	MED11	psi-mi:"MI:0004"(affinity chromatography technology)	Guruharsha KG (2011)	pubmed:22036573
MYH10	EFHD2	psi-mi:"MI:0004"(affinity chromatography technology)	Guruharsha KG (2011)	pubmed:22036573
PSMC2	PSMB2	psi-mi:"MI:0004"(affinity chromatography technology)	Guruharsha KG (2011)	pubmed:22036573
PSMC2	PSMA2	psi-mi:"MI:0004"(affinity chromatography technology)	Guruharsha KG (2011)	pubmed:22036573
PSMB6	PSMC1	psi-mi:"MI:0004"(affinity chromatography technology)	Guruharsha KG (2011)	pubmed:22036573
MED14	MED11	psi-mi:"MI:0004"(affinity chromatography technology)	Guruharsha KG (2011)	pubmed:22036573
MED27	MED17	psi-mi:"MI:0004"(affinity chromatography technology)	Guruharsha KG (2011)	pubmed:22036573
ENO1	TXNRD1	psi-mi:"MI:0004"(affinity chromatography technology)	Guruharsha KG (2011)	pubmed:22036573
PSMD13	PSMD1	psi-mi:"MI:0004"(affinity chromatography technology)	Guruharsha KG (2011)	pubmed:22036573
PCNA	NPM1	psi-mi:"MI:0004"(affinity chromatography technology)	Guruharsha KG (2011)	pubmed:22036573
CDK20	MNAT1	psi-mi:"MI:0004"(affinity chromatography technology)	Guruharsha KG (2011)	pubmed:22036573
PARP1	XRCC5	psi-mi:"MI:0004"(affinity chromatography technology)	Guruharsha KG (2011)	pubmed:22036573
CDK20	CCNH	psi-mi:"MI:0004"(affinity chromatography technology)	Guruharsha KG (2011)	pubmed:22036573
ANXA5	EEF1D	psi-mi:"MI:0004"(affinity chromatography technology)	Guruharsha KG (2011)	pubmed:22036573
ANXA5	PSMA1	psi-mi:"MI:0004"(affinity chromatography technology)	Guruharsha KG (2011)	pubmed:22036573
RPA3	XRCC5	psi-mi:"MI:0004"(affinity chromatography technology)	Guruharsha KG (2011)	pubmed:22036573
ANXA5	TXNRD1	psi-mi:"MI:0004"(affinity chromatography technology)	Guruharsha KG (2011)	pubmed:22036573
MED11	MED27	psi-mi:"MI:0004"(affinity chromatography technology)	Guruharsha KG (2011)	pubmed:22036573
TXN	AKR1C3	psi-mi:"MI:0004"(affinity chromatography technology)	Guruharsha KG (2011)	pubmed:22036573
RBM25	ARGLU1	psi-mi:"MI:0004"(affinity chromatography technology)	Guruharsha KG (2011)	pubmed:22036573
DDX18	FTSJ3	psi-mi:"MI:0004"(affinity chromatography technology)	Guruharsha KG (2011)	pubmed:22036573
SMARCA4	SMARCC2	psi-mi:"MI:0004"(affinity chromatography technology)	Guruharsha KG (2011)	pubmed:22036573
PSMA5	ADRM1	psi-mi:"MI:0004"(affinity chromatography technology)	Guruharsha KG (2011)	pubmed:22036573
FTSJ3	NIFK	psi-mi:"MI:0004"(affinity chromatography technology)	Guruharsha KG (2011)	pubmed:22036573
GTF2E1	GTF2E2	psi-mi:"MI:0004"(affinity chromatography technology)	Guruharsha KG (2011)	pubmed:22036573
PIN1	SNX3	psi-mi:"MI:0004"(affinity chromatography technology)	Guruharsha KG (2011)	pubmed:22036573
MED8	MED27	psi-mi:"MI:0004"(affinity chromatography technology)	Guruharsha KG (2011)	pubmed:22036573
MED6	MED18	psi-mi:"MI:0004"(affinity chromatography technology)	Guruharsha KG (2011)	pubmed:22036573
PSMB7	PSMC4	psi-mi:"MI:0004"(affinity chromatography technology)	Guruharsha KG (2011)	pubmed:22036573
MESD	FUBP1	psi-mi:"MI:0004"(affinity chromatography technology)	Guruharsha KG (2011)	pubmed:22036573
RFC1	RFC5	psi-mi:"MI:0004"(affinity chromatography technology)	Guruharsha KG (2011)	pubmed:22036573
PSMB6	ADRM1	psi-mi:"MI:0004"(affinity chromatography technology)	Guruharsha KG (2011)	pubmed:22036573
XRCC6	RFC5	psi-mi:"MI:0004"(affinity chromatography technology)	Guruharsha KG (2011)	pubmed:22036573
PSMC1	PSMD1	psi-mi:"MI:0004"(affinity chromatography technology)	Guruharsha KG (2011)	pubmed:22036573
PSMB2	ADRM1	psi-mi:"MI:0004"(affinity chromatography technology)	Guruharsha KG (2011)	pubmed:22036573
PPP1CA	PPP1CA	psi-mi:"MI:0004"(affinity chromatography technology)	Guruharsha KG (2011)	pubmed:22036573
PRDX1	PPIG	psi-mi:"MI:0004"(affinity chromatography technology)	Guruharsha KG (2011)	pubmed:22036573
ANXA5	PSMA3	psi-mi:"MI:0004"(affinity chromatography technology)	Guruharsha KG (2011)	pubmed:22036573
HSPA1A	LEO1	psi-mi:"MI:0004"(affinity chromatography technology)	Guruharsha KG (2011)	pubmed:22036573
PGAM2	TMSB4X	psi-mi:"MI:0004"(affinity chromatography technology)	Guruharsha KG (2011)	pubmed:22036573
YEATS2	POLE3	psi-mi:"MI:0004"(affinity chromatography technology)	Guruharsha KG (2011)	pubmed:22036573
XRCC6	RPA3	psi-mi:"MI:0004"(affinity chromatography technology)	Guruharsha KG (2011)	pubmed:22036573
RPS21	TMSB4X	psi-mi:"MI:0004"(affinity chromatography technology)	Guruharsha KG (2011)	pubmed:22036573
PSMB1	PSMC1	psi-mi:"MI:0004"(affinity chromatography technology)	Guruharsha KG (2011)	pubmed:22036573
AKR1C3	TXN	psi-mi:"MI:0004"(affinity chromatography technology)	Guruharsha KG (2011)	pubmed:22036573
MED18	MED30	psi-mi:"MI:0004"(affinity chromatography technology)	Guruharsha KG (2011)	pubmed:22036573
KIF5B	ACVR1	psi-mi:"MI:0004"(affinity chromatography technology)	Guruharsha KG (2011)	pubmed:22036573
MED8	MED11	psi-mi:"MI:0004"(affinity chromatography technology)	Guruharsha KG (2011)	pubmed:22036573
PSMA3	PSMD1	psi-mi:"MI:0004"(affinity chromatography technology)	Guruharsha KG (2011)	pubmed:22036573
PSMC1	PSMB2	psi-mi:"MI:0004"(affinity chromatography technology)	Guruharsha KG (2011)	pubmed:22036573
PSMB6	PSMC2	psi-mi:"MI:0004"(affinity chromatography technology)	Guruharsha KG (2011)	pubmed:22036573
CLTC	KPNA2	psi-mi:"MI:0004"(affinity chromatography technology)	Guruharsha KG (2011)	pubmed:22036573
CLTC	MESD	psi-mi:"MI:0004"(affinity chromatography technology)	Guruharsha KG (2011)	pubmed:22036573
PSMA5	PSMD2	psi-mi:"MI:0004"(affinity chromatography technology)	Guruharsha KG (2011)	pubmed:22036573
UBA2	SAE1	psi-mi:"MI:0004"(affinity chromatography technology)	Guruharsha KG (2011)	pubmed:22036573
PSMC2	ADRM1	psi-mi:"MI:0004"(affinity chromatography technology)	Guruharsha KG (2011)	pubmed:22036573
MED18	MED4	psi-mi:"MI:0004"(affinity chromatography technology)	Guruharsha KG (2011)	pubmed:22036573
PSMB1	PSMC2	psi-mi:"MI:0004"(affinity chromatography technology)	Guruharsha KG (2011)	pubmed:22036573
NOP58	GNL3L	psi-mi:"MI:0004"(affinity chromatography technology)	Guruharsha KG (2011)	pubmed:22036573
MED18	MED8	psi-mi:"MI:0004"(affinity chromatography technology)	Guruharsha KG (2011)	pubmed:22036573
MED30	MED11	psi-mi:"MI:0004"(affinity chromatography technology)	Guruharsha KG (2011)	pubmed:22036573
PIN1	PPIG	psi-mi:"MI:0004"(affinity chromatography technology)	Guruharsha KG (2011)	pubmed:22036573
PSMC1	PSMB4	psi-mi:"MI:0004"(affinity chromatography technology)	Guruharsha KG (2011)	pubmed:22036573
TMSB4X	PPIG	psi-mi:"MI:0004"(affinity chromatography technology)	Guruharsha KG (2011)	pubmed:22036573
COPB1	COPA	psi-mi:"MI:0004"(affinity chromatography technology)	Guruharsha KG (2011)	pubmed:22036573
DDX18	GTPBP4	psi-mi:"MI:0004"(affinity chromatography technology)	Guruharsha KG (2011)	pubmed:22036573
PSMA3	PSMC4	psi-mi:"MI:0004"(affinity chromatography technology)	Guruharsha KG (2011)	pubmed:22036573
MESD	MED14	psi-mi:"MI:0004"(affinity chromatography technology)	Guruharsha KG (2011)	pubmed:22036573
MED29	MED18	psi-mi:"MI:0004"(affinity chromatography technology)	Guruharsha KG (2011)	pubmed:22036573
PSMB1	PSMD1	psi-mi:"MI:0004"(affinity chromatography technology)	Guruharsha KG (2011)	pubmed:22036573
AKR1C3	NVL	psi-mi:"MI:0004"(affinity chromatography technology)	Guruharsha KG (2011)	pubmed:22036573
PSMB6	PSMD1	psi-mi:"MI:0004"(affinity chromatography technology)	Guruharsha KG (2011)	pubmed:22036573
PSMA3	PSMC2	psi-mi:"MI:0004"(affinity chromatography technology)	Guruharsha KG (2011)	pubmed:22036573
PSMD13	PSMD2	psi-mi:"MI:0004"(affinity chromatography technology)	Guruharsha KG (2011)	pubmed:22036573
PSMC1	PSMA5	psi-mi:"MI:0004"(affinity chromatography technology)	Guruharsha KG (2011)	pubmed:22036573
RPA1	XRCC6	psi-mi:"MI:0004"(affinity chromatography technology)	Guruharsha KG (2011)	pubmed:22036573
MED4	MED17	psi-mi:"MI:0004"(affinity chromatography technology)	Guruharsha KG (2011)	pubmed:22036573
FAXC	DDOST	psi-mi:"MI:0004"(affinity chromatography technology)	Guruharsha KG (2011)	pubmed:22036573
PSMB3	PSMD1	psi-mi:"MI:0004"(affinity chromatography technology)	Guruharsha KG (2011)	pubmed:22036573
PSMC1	PSMA2	psi-mi:"MI:0004"(affinity chromatography technology)	Guruharsha KG (2011)	pubmed:22036573
PGD	AKR1C3	psi-mi:"MI:0004"(affinity chromatography technology)	Guruharsha KG (2011)	pubmed:22036573
MED20	MED18	psi-mi:"MI:0004"(affinity chromatography technology)	Guruharsha KG (2011)	pubmed:22036573
PSMD1	PSMB4	psi-mi:"MI:0004"(affinity chromatography technology)	Guruharsha KG (2011)	pubmed:22036573
MED18	MED16	psi-mi:"MI:0004"(affinity chromatography technology)	Guruharsha KG (2011)	pubmed:22036573
ADRM1	PSMB4	psi-mi:"MI:0004"(affinity chromatography technology)	Guruharsha KG (2011)	pubmed:22036573
RRP1B	BOP1	psi-mi:"MI:0004"(affinity chromatography technology)	Guruharsha KG (2011)	pubmed:22036573
PSMC4	PSMA2	psi-mi:"MI:0004"(affinity chromatography technology)	Guruharsha KG (2011)	pubmed:22036573
RFC5	XRCC5	psi-mi:"MI:0004"(affinity chromatography technology)	Guruharsha KG (2011)	pubmed:22036573
FAXC	EEF1D	psi-mi:"MI:0004"(affinity chromatography technology)	Guruharsha KG (2011)	pubmed:22036573
MED30	MED27	psi-mi:"MI:0004"(affinity chromatography technology)	Guruharsha KG (2011)	pubmed:22036573
PSMD1	PSMD3	psi-mi:"MI:0004"(affinity chromatography technology)	Guruharsha KG (2011)	pubmed:22036573
PSMD13	ADRM1	psi-mi:"MI:0004"(affinity chromatography technology)	Guruharsha KG (2011)	pubmed:22036573
PSMC1	PSMB7	psi-mi:"MI:0004"(affinity chromatography technology)	Guruharsha KG (2011)	pubmed:22036573
ATP5F1A	HSP90AB1	psi-mi:"MI:0004"(affinity chromatography technology)	Guruharsha KG (2011)	pubmed:22036573
MED29	MED17	psi-mi:"MI:0004"(affinity chromatography technology)	Guruharsha KG (2011)	pubmed:22036573
NOP58	NOP56	psi-mi:"MI:0004"(affinity chromatography technology)	Guruharsha KG (2011)	pubmed:22036573
RPS21	RAE1	psi-mi:"MI:0004"(affinity chromatography technology)	Guruharsha KG (2011)	pubmed:22036573
PIN1	NPM1	psi-mi:"MI:0004"(affinity chromatography technology)	Guruharsha KG (2011)	pubmed:22036573
SMARCD1	MED17	psi-mi:"MI:0004"(affinity chromatography technology)	Guruharsha KG (2011)	pubmed:22036573
CLTC	EHD2	psi-mi:"MI:0004"(affinity chromatography technology)	Guruharsha KG (2011)	pubmed:22036573
PSME1	PSMA4	psi-mi:"MI:0004"(affinity chromatography technology)	Guruharsha KG (2011)	pubmed:22036573
PSMD2	PSMD3	psi-mi:"MI:0004"(affinity chromatography technology)	Guruharsha KG (2011)	pubmed:22036573
PSMD1	PSMB2	psi-mi:"MI:0004"(affinity chromatography technology)	Guruharsha KG (2011)	pubmed:22036573
MCM5	MCMBP	psi-mi:"MI:0004"(affinity chromatography technology)	Guruharsha KG (2011)	pubmed:22036573
MESD	MED30	psi-mi:"MI:0004"(affinity chromatography technology)	Guruharsha KG (2011)	pubmed:22036573
MED6	MED8	psi-mi:"MI:0004"(affinity chromatography technology)	Guruharsha KG (2011)	pubmed:22036573
PSMA6	AKR1C3	psi-mi:"MI:0004"(affinity chromatography technology)	Guruharsha KG (2011)	pubmed:22036573
SMARCA4	SMARCD1	psi-mi:"MI:0004"(affinity chromatography technology)	Guruharsha KG (2011)	pubmed:22036573
PSMA3	ADRM1	psi-mi:"MI:0004"(affinity chromatography technology)	Guruharsha KG (2011)	pubmed:22036573
MED14	MED30	psi-mi:"MI:0004"(affinity chromatography technology)	Guruharsha KG (2011)	pubmed:22036573
MESD	MED27	psi-mi:"MI:0004"(affinity chromatography technology)	Guruharsha KG (2011)	pubmed:22036573
CSNK2A1	MFAP1	psi-mi:"MI:0004"(affinity chromatography technology)	Guruharsha KG (2011)	pubmed:22036573
MED30	MED4	psi-mi:"MI:0004"(affinity chromatography technology)	Guruharsha KG (2011)	pubmed:22036573
DDX41	SNRNP70	psi-mi:"MI:0004"(affinity chromatography technology)	Guruharsha KG (2011)	pubmed:22036573
NOP58	FTSJ3	psi-mi:"MI:0004"(affinity chromatography technology)	Guruharsha KG (2011)	pubmed:22036573
MED18	MED15	psi-mi:"MI:0004"(affinity chromatography technology)	Guruharsha KG (2011)	pubmed:22036573
MED6	MED14	psi-mi:"MI:0004"(affinity chromatography technology)	Guruharsha KG (2011)	pubmed:22036573
MED15	MED14	psi-mi:"MI:0004"(affinity chromatography technology)	Guruharsha KG (2011)	pubmed:22036573
MED18	MED27	psi-mi:"MI:0004"(affinity chromatography technology)	Guruharsha KG (2011)	pubmed:22036573
PSMC2	PSMD1	psi-mi:"MI:0004"(affinity chromatography technology)	Guruharsha KG (2011)	pubmed:22036573
MESD	NVL	psi-mi:"MI:0004"(affinity chromatography technology)	Guruharsha KG (2011)	pubmed:22036573
CIAPIN1	GLRX3	psi-mi:"MI:0004"(affinity chromatography technology)	Guruharsha KG (2011)	pubmed:22036573
GMPS	USP7	psi-mi:"MI:0004"(affinity chromatography technology)	Guruharsha KG (2011)	pubmed:22036573
MESD	MED6	psi-mi:"MI:0004"(affinity chromatography technology)	Guruharsha KG (2011)	pubmed:22036573
PSMA5	PSMD1	psi-mi:"MI:0004"(affinity chromatography technology)	Guruharsha KG (2011)	pubmed:22036573
PSMD13	PSMD3	psi-mi:"MI:0004"(affinity chromatography technology)	Guruharsha KG (2011)	pubmed:22036573
PSMB1	ADRM1	psi-mi:"MI:0004"(affinity chromatography technology)	Guruharsha KG (2011)	pubmed:22036573
MED6	MED27	psi-mi:"MI:0004"(affinity chromatography technology)	Guruharsha KG (2011)	pubmed:22036573
SMARCD1	MED14	psi-mi:"MI:0004"(affinity chromatography technology)	Guruharsha KG (2011)	pubmed:22036573
MCM4	MCM7	psi-mi:"MI:0004"(affinity chromatography technology)	Guruharsha KG (2011)	pubmed:22036573
FAXC	HSP90AB1	psi-mi:"MI:0004"(affinity chromatography technology)	Guruharsha KG (2011)	pubmed:22036573
PGAM2	PRDX1	psi-mi:"MI:0004"(affinity chromatography technology)	Guruharsha KG (2011)	pubmed:22036573
NOP58	GTPBP4	psi-mi:"MI:0004"(affinity chromatography technology)	Guruharsha KG (2011)	pubmed:22036573
GTPBP1	MED17	psi-mi:"MI:0004"(affinity chromatography technology)	Guruharsha KG (2011)	pubmed:22036573
PSMB7	PSMC2	psi-mi:"MI:0004"(affinity chromatography technology)	Guruharsha KG (2011)	pubmed:22036573
MED8	MED14	psi-mi:"MI:0004"(affinity chromatography technology)	Guruharsha KG (2011)	pubmed:22036573
PAK1IP1	PAK1IP1	psi-mi:"MI:0004"(affinity chromatography technology)	Guruharsha KG (2011)	pubmed:22036573
TXNRD1	AKR1C3	psi-mi:"MI:0004"(affinity chromatography technology)	Guruharsha KG (2011)	pubmed:22036573
PSMB7	PSME1	psi-mi:"MI:0004"(affinity chromatography technology)	Guruharsha KG (2011)	pubmed:22036573
PRDX1	TXN	psi-mi:"MI:0004"(affinity chromatography technology)	Guruharsha KG (2011)	pubmed:22036573
CDK9	CCNT1	psi-mi:"MI:0004"(affinity chromatography technology)	Guruharsha KG (2011)	pubmed:22036573
MED23	MED14	psi-mi:"MI:0004"(affinity chromatography technology)	Guruharsha KG (2011)	pubmed:22036573
PARP1	RFC5	psi-mi:"MI:0004"(affinity chromatography technology)	Guruharsha KG (2011)	pubmed:22036573
PSMC2	PSMB4	psi-mi:"MI:0004"(affinity chromatography technology)	Guruharsha KG (2011)	pubmed:22036573
GTPBP4	GNL3L	psi-mi:"MI:0004"(affinity chromatography technology)	Guruharsha KG (2011)	pubmed:22036573
MED15	MED17	psi-mi:"MI:0004"(affinity chromatography technology)	Guruharsha KG (2011)	pubmed:22036573
RPA1	TFAM	psi-mi:"MI:0004"(affinity chromatography technology)	Guruharsha KG (2011)	pubmed:22036573
NPM1	NVL	psi-mi:"MI:0004"(affinity chromatography technology)	Guruharsha KG (2011)	pubmed:22036573
EEF1D	NVL	psi-mi:"MI:0004"(affinity chromatography technology)	Guruharsha KG (2011)	pubmed:22036573
MED16	MED17	psi-mi:"MI:0004"(affinity chromatography technology)	Guruharsha KG (2011)	pubmed:22036573
SMARCD1	MED18	psi-mi:"MI:0004"(affinity chromatography technology)	Guruharsha KG (2011)	pubmed:22036573
SMARCC2	MED17	psi-mi:"MI:0004"(affinity chromatography technology)	Guruharsha KG (2011)	pubmed:22036573
EHD2	KPNA2	psi-mi:"MI:0004"(affinity chromatography technology)	Guruharsha KG (2011)	pubmed:22036573
NUP50	NUP153	psi-mi:"MI:0004"(affinity chromatography technology)	Guruharsha KG (2011)	pubmed:22036573
RPA3	TFAM	psi-mi:"MI:0004"(affinity chromatography technology)	Guruharsha KG (2011)	pubmed:22036573
MED6	MED30	psi-mi:"MI:0004"(affinity chromatography technology)	Guruharsha KG (2011)	pubmed:22036573
RPS21	TXN	psi-mi:"MI:0004"(affinity chromatography technology)	Guruharsha KG (2011)	pubmed:22036573
DDX18	DDX47	psi-mi:"MI:0004"(affinity chromatography technology)	Guruharsha KG (2011)	pubmed:22036573
PSMB7	PSMD1	psi-mi:"MI:0004"(affinity chromatography technology)	Guruharsha KG (2011)	pubmed:22036573
NAT10	GTPBP4	psi-mi:"MI:0004"(affinity chromatography technology)	Guruharsha KG (2011)	pubmed:22036573
MED8	GTPBP1	psi-mi:"MI:0004"(affinity chromatography technology)	Guruharsha KG (2011)	pubmed:22036573
HSP90AB1	HSP90AB1	psi-mi:"MI:0004"(affinity chromatography technology)	Guruharsha KG (2011)	pubmed:22036573
RFC1	PARP1	psi-mi:"MI:0004"(affinity chromatography technology)	Guruharsha KG (2011)	pubmed:22036573
ENO1	PCNA	psi-mi:"MI:0004"(affinity chromatography technology)	Guruharsha KG (2011)	pubmed:22036573
TPM3	NTPCR	psi-mi:"MI:0004"(affinity chromatography technology)	Guruharsha KG (2011)	pubmed:22036573
AKR1C3	TPT1	psi-mi:"MI:0004"(affinity chromatography technology)	Guruharsha KG (2011)	pubmed:22036573
ANXA5	NUTF2	psi-mi:"MI:0004"(affinity chromatography technology)	Guruharsha KG (2011)	pubmed:22036573
PARP1	TFAM	psi-mi:"MI:0004"(affinity chromatography technology)	Guruharsha KG (2011)	pubmed:22036573
PIN1	AKR1C3	psi-mi:"MI:0004"(affinity chromatography technology)	Guruharsha KG (2011)	pubmed:22036573
TMSB4X	TXN	psi-mi:"MI:0004"(affinity chromatography technology)	Guruharsha KG (2011)	pubmed:22036573
MED14	MED27	psi-mi:"MI:0004"(affinity chromatography technology)	Guruharsha KG (2011)	pubmed:22036573
PGD	PCNA	psi-mi:"MI:0004"(affinity chromatography technology)	Guruharsha KG (2011)	pubmed:22036573
MED6	MED15	psi-mi:"MI:0004"(affinity chromatography technology)	Guruharsha KG (2011)	pubmed:22036573
CDC5L	BCAS2	psi-mi:"MI:0004"(affinity chromatography technology)	Guruharsha KG (2011)	pubmed:22036573
MED16	MED14	psi-mi:"MI:0004"(affinity chromatography technology)	Guruharsha KG (2011)	pubmed:22036573
PPIG	TXN	psi-mi:"MI:0004"(affinity chromatography technology)	Guruharsha KG (2011)	pubmed:22036573
